IO NO ,UNIT ,STYLE PIC,STYLE ,STYLE DESC,FABRIC ,SHIPMENT DATE,PO NO,COUNTRY,Combo,*0/3,*3/6,*6/9,*12,*24,*2,*3,*4,*5,*18,*6,*6X/7,*6X/7.1,Total,GRANT TOTAL,REMARKS
280,,,K6RQ03KAD74,LS ACTIVE TOP,FRENCH TERRY/50% ORGANIC COTTON 50% COTTON/340 GSM,2025-09-07 00:00:00,MA03-2025-02323,ITALY,PURE WHITE-G011/11-4001 TCX,,,,,,56,61,52,37,,21,,,227,,
,,,,,,,,SUB TOTAL,,,5,7,10,13,262,304,286,213,16,173,33,,1322,,
IO NO ,UNIT ,STYLE PIC,STYLE ,STYLE DESC,FABRIC ,SHIPMENT DATE,PO NO,COUNTRY,Combo,*0/3,*3/6,*6/9,*12,*24,*2,*3,*4,*5,*18,*6,*6X/7,*6X/7,Total,GRANT TOTAL,REMARKS
288,,,N0BI22I3Z00,SS T-SHIRT,SINGLE JERSEY/100% COTTON/180 GSM,2025-09-07 00:00:00,MA01-2025-02675,NETHERLANDS (CLL),TRUE WHITE A000-TWHT,,14,45,53,100,6,144,177,144,59,90,18,,850,850,
,,,,,,,,SUB TOTAL,,,14,45,53,100,6,144,177,144,59,90,18,,850,,
IO NO ,UNIT ,STYLE PIC,STYLE ,STYLE DESC,FABRIC ,SHIPMENT DATE,PO NO,COUNTRY,Combo,*0/3,*3/6,*6/9,*12,*24,*2,*3,*4,*5,*18,*6,*6X/7,*6X/7,Total,GRANT TOTAL,REMARKS
289,,,N0BI26I3Z00,LS T-SHIRT,SINGLE JERSEY/100% COTTON/180 GSM,2025-09-07 00:00:00,MA01-2025-02675,NETHERLANDS (CLL),TRUE WHITE A000-TWHT,,20,50,66,80,19,102,93,77,90,67,36,,700,1700,
289,,,N0BI26I3Z00,LS T-SHIRT,SINGLE JERSEY/100% COTTON/180 GSM,2025-09-07 00:00:00,MA03-2025-02321,POLAND,TRUE WHITE A000-TWHT,,17,34,59,,95,156,113,66,69,41,,,650,,
289,,,N0BI26I3Z00,LS T-SHIRT,SINGLE JERSEY/100% COTTON/180 GSM,2025-09-07 00:00:00,MA03-2025-02323,INDIA,TRUE WHITE A000-TWHT,,9,19,32,,51,84,61,35,37,22,,,350,,
,,,,,,,,SUB TOTAL,,,46,103,157,80,165,342,267,178,196,130,36,,1700,,
IO NO ,UNIT ,STYLE PIC,STYLE ,STYLE DESC,FABRIC ,SHIPMENT DATE,PO NO,COUNTRY,Combo,*0/3,*3/6,*6/9,*12,*24,*2,*3,*4,*5,*18,*6,*6X/7,*6X/7,Total,GRANT TOTAL,REMARKS
311,,,A6RG13KA6R4,SET LS ACTIVE TOP PANTS,FRENCH TERRY/50% ORGANIC COTTON 50% COTTON/290 GSM,2025-10-02 00:00:00,MA01-2025-02675,NETHERLANDS (CLL),LIGHT BLUE SKY-A732/15-4031 TCX,62,250,337,383,387,,,,,434,,,,1853,2226,
311,,,A6RG13KA6R4,SET LS ACTIVE TOP PANTS,FRENCH TERRY/50% ORGANIC COTTON 50% COTTON/290 GSM,2025-10-02 00:00:00,MA02-2025-01768,NETHERLANDS(RTL),LIGHT BLUE SKY-A732/15-4031 TCX,,20,25,26,17,,,,,25,,,,113,,
311,,,A6RG13KA6R4,SET LS ACTIVE TOP PANTS,FRENCH TERRY/50% ORGANIC COTTON 50% COTTON/290 GSM,2025-10-02 00:00:00,MA03-2025-02321,POLAND,LIGHT BLUE SKY-A732/15-4031 TCX,16,22,21,24,32,,,,,54,,,,169,,
311,,,A6RG13KA6R4,SET LS ACTIVE TOP PANTS,FRENCH TERRY/50% ORGANIC COTTON 50% COTTON/290 GSM,2025-10-02 00:00:00,MA03-2025-02323,ITALY,LIGHT BLUE SKY-A732/15-4031 TCX,9,12,11,13,17,,,,,29,,,,91,,
,,,,,,,,SUB TOTAL,,87,304,394,446,453,,,,,542,,,,2226,,
IO NO ,UNIT ,STYLE PIC,STYLE ,STYLE DESC,FABRIC ,SHIPMENT DATE,PO NO,COUNTRY,Combo,*0/3,*3/6,*6/9,*12,*24,*2,*3,*4,*5,*18,*6,*6X/7,*6X/7,Total,GRANT TOTAL,REMARKS
312,,,I6RG13KC484,SET GMT DYE T-SHIRT SHORT_CERE,TOP-JACQUARD JERSEY/50% ORGANIC COTTON 50% COTTON/205 GSM   BOTTOM-FRENCH TERRY/50% ORGANIC COTTON 50% COTTON/290 GSM,2025-09-07 00:00:00,MA01-2025-02675,NETHERLANDS (CLL),LIGHT BLUE LUXE-G76S/16-3922 TCX,15,53,87,109,116,,,,,128,,,,508,508,
,,,,,,,,SUB TOTAL,,15,53,87,109,116,,,,,128,,,,508,,
