DocDate,PODate,ExCountry,CustomerName,BuyerDivision,MerchandiserName,StyleNo,StyleDesc,BaseFabricQuality,Season,ShipmentDate,DocNo,Images,PONo,Country,Combo,Column_Id,SizeGroupCode,Size,OrderQty
6/6/2025,6/6/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,J6RK11KAD74,FRENCH TERRY SS DRESS,FRENCH TERRY/50% ORGANIC COTTON 50% COTTON/340 GSM,PRESPRING-2026,7/9/2025,ESS-APP-SO-2526-270,,MA01-2025-02675,NETHERLANDS (CLL),PURE WHITE-G011/11-4001 TCX,5.0,*7-16,*14,184
6/6/2025,6/6/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,J6RK11KAD74,FRENCH TERRY SS DRESS,FRENCH TERRY/50% ORGANIC COTTON 50% COTTON/340 GSM,PRESPRING-2026,7/9/2025,ESS-APP-SO-2526-270,,MA01-2025-02675,NETHERLANDS (CLL),SECRET BLUE-G7HR/19-4111 TCX,5.0,*7-16,*14,89
6/6/2025,6/6/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,J6RQ05KAD74,HOODED LS ACTIVE TOP,FRENCH TERRY/50% ORGANIC COTTON 50% COTTON/340 GSM,PRESPRING-2026,7/9/2025,ESS-APP-SO-2526-272,,MA01-2025-02675,NETHERLANDS (CLL),PURE WHITE-G011/11-4001 TCX,5.0,*7-16,*14,343
6/6/2025,6/6/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,J6RQ05KAD74,HOODED LS ACTIVE TOP,FRENCH TERRY/50% ORGANIC COTTON 50% COTTON/340 GSM,PRESPRING-2026,7/9/2025,ESS-APP-SO-2526-272,,MA01-2025-02675,NETHERLANDS (CLL),SECRET BLUE-G7HR/19-4111 TCX,5.0,*7-16,*14,142
6/6/2025,6/6/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,J81I15J1311,CROPPED SS TSHIRT_CORE,LYCRA JERSEY/95% ORGANIC COTTON 5% ELASTANE/180 GSM,PRESPRING-2026,7/9/2025,ESS-APP-SO-2526-274,,MA01-2025-02675,NETHERLANDS (CLL),BLACK AND RED BLOCK-P9BA,5.0,*7-16,*14,48
6/6/2025,6/6/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,J81I15J1311,CROPPED SS TSHIRT_CORE,LYCRA JERSEY/95% ORGANIC COTTON 5% ELASTANE/180 GSM,PRESPRING-2026,7/9/2025,ESS-APP-SO-2526-274,,MA01-2025-02675,NETHERLANDS (CLL),JET BLACK A996-JBLK,5.0,*7-16,*14,89
6/6/2025,6/6/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,J81I15J1311,CROPPED SS TSHIRT_CORE,LYCRA JERSEY/95% ORGANIC COTTON 5% ELASTANE/180 GSM,PRESPRING-2026,7/9/2025,ESS-APP-SO-2526-274,,MA01-2025-02675,NETHERLANDS (CLL),PURE WHITE-G011/11-4001 TCX,5.0,*7-16,*14,131
24/5/2025,24/5/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,N6RI26KCM20,GMT DYE JACQ JERSEY SS T-SHIRT,JACQUARD JERSEY/100% COTTON/180 GSM,PRESPRING-2026,25/8/2025,ESS-APP-SO-2526-182,,SP01-2025-00724,SINGAPORE,ARCTIC SKY-G7N1,8.0,*3-6-6X7,*3,3
24/5/2025,24/5/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,N6RI06K8HM4,SS T-SHIRT,SINGLE JERSEY/50% ORGANIC COTTON 50% COTTON/160 GSM,PRESPRING-2026,25/8/2025,ESS-APP-SO-2526-183,,SP01-2025-00724,SINGAPORE,PURE WHITE-G011/11-4001 TCX,8.0,*3-6-6X7,*3,3
24/5/2025,24/5/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,N6RI03K8HM4,SS T-SHIRT,SINGLE JERSEY/50% ORGANIC COTTON 50% COTTON/160 GSM,PRESPRING-2026,25/8/2025,ESS-APP-SO-2526-185,,SP01-2025-00724,SINGAPORE,PURE WHITE-G011/11-4001 TCX,8.0,*3-6-6X7,*3,14
24/5/2025,24/5/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,N6RI03K8HM4,SS T-SHIRT,SINGLE JERSEY/50% ORGANIC COTTON 50% COTTON/160 GSM,PRESPRING-2026,25/8/2025,ESS-APP-SO-2526-185,,SP01-2025-00724,SINGAPORE,SPICY RED-G5D7/18-1657 TCX,8.0,*3-6-6X7,*3,14
6/6/2025,6/6/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,L5BI16KCNQ4,HEAVY JERSEY SS T-SHIRT,HEAVY JERSEY/50% ORGANIC COTTON 50% COTTON/210 GSM,PRESPRING-2026,7/9/2025,ESS-APP-SO-2526-281,,MA01-2025-02675,NETHERLANDS (CLL),JET BLACK A996-JBLK,5.0,*2-16,*14,136
6/6/2025,6/6/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,L5BI16KCNQ4,HEAVY JERSEY SS T-SHIRT,HEAVY JERSEY/50% ORGANIC COTTON 50% COTTON/210 GSM,PRESPRING-2026,7/9/2025,ESS-APP-SO-2526-281,,MA01-2025-02675,NETHERLANDS (CLL),PURE WHITE-G011/11-4001 TCX,5.0,*2-16,*14,144
24/5/2025,24/5/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,L6RP07KCM20,GMT DYE SS POLO,JACQUARD JERSEY/100% COTTON/180 GSM,PRESPRING-2026,25/8/2025,ESS-APP-SO-2526-186,,MA01-2025-02031,NETHERLANDS (CLL),JET BLACK A996-JBLK,6.0,*2-14Y,*12,55
24/5/2025,24/5/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,L6RP07KCM20,GMT DYE SS POLO,JACQUARD JERSEY/100% COTTON/180 GSM,PRESPRING-2026,25/8/2025,ESS-APP-SO-2526-186,,MA01-2025-02031,NETHERLANDS (CLL),PURE WHITE-G011/11-4001 TCX,6.0,*2-14Y,*12,163
6/6/2025,6/6/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,L6RI16K8HM4,OVERSIZE SS T-SHIRT,SINGLE JERSEY/50% ORGANIC COTTON 50% COTTON/160 GSM,PRESPRING-2026,7/9/2025,ESS-APP-SO-2526-285,,MA01-2025-02675,NETHERLANDS (CLL),PURE WHITE-G011/11-4001 TCX,5.0,*7-16,*14,236
6/6/2025,6/6/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,L6RI25KC484,GMT DYE SS T-SHIRT_CEREMONY,JACQUARD JERSEY/50% ORGANIC COTTON 50% COTTON/205 GSM,PRESPRING-2026,7/9/2025,ESS-APP-SO-2526-286,,MA01-2025-02675,NETHERLANDS (CLL),JET BLACK A996-JBLK,5.0,*7-16,*14,28
6/6/2025,6/6/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,L6RI25KC484,GMT DYE SS T-SHIRT_CEREMONY,JACQUARD JERSEY/50% ORGANIC COTTON 50% COTTON/205 GSM,PRESPRING-2026,7/9/2025,ESS-APP-SO-2526-286,,MA01-2025-02675,NETHERLANDS (CLL),VINO-G577/19-1724 TCX,5.0,*7-16,*14,42
24/5/2025,24/5/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,N6RI02K8HM4,SS T-SHIRT,SINGLE JERSEY/50% ORGANIC COTTON 50% COTTON/160 GSM,PRESPRING-2026,25/8/2025,ESS-APP-SO-2526-187,,SP01-2025-00724,SINGAPORE,SPICY RED-G5D7/18-1657 TCX,8.0,*3-6-6X7,*3,21
24/5/2025,24/5/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,K6RI07K6YW4,HIGH LOW DIP DYE SS T-SHIRT,LYCRA JERSEY/50% ORGANIC COTTON 45% COTTON 5% ELASTANE/160 GSM,PRESPRING-2026,25/8/2025,ESS-APP-SO-2526-168,,US01-2025-00730(IK-967380),UNITED STATES (WLS),PINK DEEP DYE-F69M,8.0,*3-6-6X7,*3,24
7/6/2025,7/6/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,J4YG01KA6R4,SET LS ACTIVE TOP LEGGINGS,TOP-FRENCH TERRY/50% ORGANIC COTTON 50% COTTON/290 GSM BOTTOM-LYCRA JERSEY/50% ORGANIC COTTON 45% COTTON 5% ELASTANE/180 GSM,PRESPRING-2026,7/9/2025,ESS-APP-SO-2526-309,,MA01-2025-02675,NETHERLANDS (CLL),JET BLACK A996-JBLK,5.0,*7-16,*14,90
7/6/2025,7/6/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,J4YG01KA6R4,SET LS ACTIVE TOP LEGGINGS,TOP-FRENCH TERRY/50% ORGANIC COTTON 50% COTTON/290 GSM BOTTOM-LYCRA JERSEY/50% ORGANIC COTTON 45% COTTON 5% ELASTANE/180 GSM,PRESPRING-2026,7/9/2025,ESS-APP-SO-2526-309,,MA01-2025-02675,NETHERLANDS (CLL),PURE WHITE-G011/11-4001 TCX,5.0,*7-16,*14,78
24/5/2025,24/5/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,K6RI09K6YW4,SS T SHIRT,LYCRA JERSEY/50% ORGANIC COTTON 45% COTTON 5% ELASTANE/160 GSM,PRESPRING-2026,25/8/2025,ESS-APP-SO-2526-169,,US01-2025-00732(IK-96740),UNITED STATES (WLS),CHILI RED-G532/19-1557 TCX,8.0,*3-6-6X7,*3,16
24/5/2025,24/5/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,K6RI10K6YW4,HIGH LOW SS T-SHIRT,LYCRA JERSEY/50% ORGANIC COTTON 45% COTTON 5% ELASTANE/160 GSM,PRESPRING-2026,25/8/2025,ESS-APP-SO-2526-171,,US01-2025-00734(IK-96742),UNITED STATES (WLS),BLOOMING AZALEA-A61T/15-2213 TCX,8.0,*3-6-6X7,*3,14
6/6/2025,6/6/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,L6RP07KCM20,GMT DYE SS POLO,JACQUARD JERSEY/100% COTTON/180 GSM,PRESPRING-2026,7/9/2025,ESS-APP-SO-2526-231,,MA01-2025-02747,NETHERLANDS (CLL),PURE WHITE-G011/11-4001 TCX,5.0,*4-14,*12,78
6/6/2025,6/6/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,J6RI06K6YW4,CROP SS T-SHIRT,LYCRA JERSEY/50% ORGANIC COTTON 45% COTTON 5% ELASTANE/160 GSM,PRESPRING-2026,8/9/2025,ESS-APP-SO-2526-246,,MA01-2025-02747,NETHERLANDS (CLL),CHILI RED-G532/19-1557 TCX,5.0,*7-16,*14,163
6/6/2025,6/6/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,J6RI06K6YW4,CROP SS T-SHIRT,LYCRA JERSEY/50% ORGANIC COTTON 45% COTTON 5% ELASTANE/160 GSM,PRESPRING-2026,8/9/2025,ESS-APP-SO-2526-246,,MA01-2025-02747,NETHERLANDS (CLL),JET BLACK A996-JBLK,5.0,*7-16,*14,67
6/6/2025,6/6/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,J6RI10K6YW4,SS T-SHIRT,LYCRA JERSEY/50% ORGANIC COTTON 45% COTTON 5% ELASTANE/160 GSM,PRESPRING-2026,8/9/2025,ESS-APP-SO-2526-248,,MA01-2025-02747,NETHERLANDS (CLL),BLUSHED BRIDE-G62O/12-1310 TCX,5.0,*7-16,*14,35
6/6/2025,6/6/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,J6RI27KB020,RIB SS T-SHIRT,Y/D DURBY RIB/100% COTTON/265 GSM,PRESPRING-2026,8/9/2025,ESS-APP-SO-2526-253,,MA01-2025-02747,NETHERLANDS (CLL),RED  SECRET PINK ST-ST56,5.0,*7-16,*14,48
24/5/2025,24/5/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,K6RI10K6YW4,HIGH LOW SS T-SHIRT,LYCRA JERSEY/50% ORGANIC COTTON 45% COTTON 5% ELASTANE/160 GSM,PRESPRING-2026,25/8/2025,ESS-APP-SO-2526-171,,US01-2025-00734(IK-96742),UNITED STATES (WLS),PURE WHITE-G011/11-4001 TCX,8.0,*3-6-6X7,*3,22
24/5/2025,24/5/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,K6RI18KB020,RIB SS T-SHIRT,Y/D DURBY RIB/100% COTTON/265 GSM,PRESPRING-2026,25/8/2025,ESS-APP-SO-2526-174,,US01-2025-00735(IK-96743),UNITED STATES (WLS),STRIPE WHITE NAVY SI-SWNS,8.0,*3-6-6X7,*3,10
24/5/2025,24/5/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,K6RI07K6YW4,HIGH LOW DIP DYE SS T-SHIRT,LYCRA JERSEY/50% ORGANIC COTTON 45% COTTON 5% ELASTANE/160 GSM,PRESPRING-2026,25/8/2025,ESS-APP-SO-2526-168,,AU01-2025-00759,AUSTRALIA (DIR),PINK DEEP DYE-F69M,9.0,*3-6-6X7,*4,11
24/5/2025,24/5/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,K6RI18KB020,RIB SS T-SHIRT,Y/D DURBY RIB/100% COTTON/265 GSM,PRESPRING-2026,25/8/2025,ESS-APP-SO-2526-174,,AU01-2025-00760,AUSTRALIA (DIR),RED SECRET PINK ST-ST56,9.0,*3-6-6X7,*4,9
24/5/2025,24/5/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,K6RI18KB020,RIB SS T-SHIRT,Y/D DURBY RIB/100% COTTON/265 GSM,PRESPRING-2026,25/8/2025,ESS-APP-SO-2526-174,,IT-50350,CANADA (WLS),STRIPE WHITE NAVY SI-SWNS,9.0,*3-6-6X7,*4,8
6/6/2025,6/6/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,L6RI02K8HM4,SS T-SHIRT,SINGLE JERSEY/50% ORGANIC COTTON 50% COTTON/160 GSM,PRESPRING-2026,8/9/2025,ESS-APP-SO-2526-283,,MA01-2025-02747,NETHERLANDS (CLL),PURE WHITE-G011/11-4001 TCX,5.0,*7-16,*14,34
6/6/2025,6/6/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,L6RI02K8HM4,SS T-SHIRT,SINGLE JERSEY/50% ORGANIC COTTON 50% COTTON/160 GSM,PRESPRING-2026,8/9/2025,ESS-APP-SO-2526-283,,MA01-2025-02747,NETHERLANDS (CLL),TANZANITE-A70K/19-3954 TCX,5.0,*7-16,*14,31
6/6/2025,6/6/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,L6RI07K8HM4,OVERSIZE GMT DYE SS T-SHIRT,SINGLE JERSEY/50% ORGANIC COTTON 50% COTTON/160 GSM,PRESPRING-2026,8/9/2025,ESS-APP-SO-2526-284,,MA01-2025-02747,NETHERLANDS (CLL),JET BLACK A996-JBLK,5.0,*7-16,*14,33
6/6/2025,6/6/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,L6RI29KCM20,GMT DYE JACQ JERSEY SS T-SHIRT,JACQUARD JERSEY/100% COTTON/180 GSM,PRESPRING-2026,8/9/2025,ESS-APP-SO-2526-287,,MA01-2025-02747,NETHERLANDS (CLL),ARCTIC SKY-G7N1/14-4115 TCX,5.0,*7-16,*14,27
6/6/2025,6/6/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,L6RI29KCM20,GMT DYE JACQ JERSEY SS T-SHIRT,JACQUARD JERSEY/100% COTTON/180 GSM,PRESPRING-2026,8/9/2025,ESS-APP-SO-2526-287,,MA01-2025-02747,NETHERLANDS (CLL),JET BLACK A996-JBLK,5.0,*7-16,*14,87
6/6/2025,6/6/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,L6RI29KCM20,GMT DYE JACQ JERSEY SS T-SHIRT,JACQUARD JERSEY/100% COTTON/180 GSM,PRESPRING-2026,8/9/2025,ESS-APP-SO-2526-287,,MA01-2025-02747,NETHERLANDS (CLL),PURE WHITE-G011/11-4001 TCX,5.0,*7-16,*14,73
24/5/2025,24/5/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,K6RI07K6YW4,HIGH LOW DIP DYE SS T-SHIRT,LYCRA JERSEY/50% ORGANIC COTTON 45% COTTON 5% ELASTANE/160 GSM,PRESPRING-2026,25/8/2025,ESS-APP-SO-2526-168,,MA01-2025-02031,NETHERLANDS (CLL),PINK DEEP DYE-F69M,9.0,*3-6-6X7,*4,120
24/5/2025,24/5/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,K6RI09K6YW4,SS T SHIRT,LYCRA JERSEY/50% ORGANIC COTTON 45% COTTON 5% ELASTANE/160 GSM,PRESPRING-2026,25/8/2025,ESS-APP-SO-2526-169,,MA01-2025-02031,NETHERLANDS (CLL),CHILI RED-G532/19-1557 TCX,9.0,*3-6-6X7,*4,141
24/5/2025,24/5/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,K6RI09K6YW4,SS T SHIRT,LYCRA JERSEY/50% ORGANIC COTTON 45% COTTON 5% ELASTANE/160 GSM,PRESPRING-2026,25/8/2025,ESS-APP-SO-2526-169,,MA01-2025-02031,NETHERLANDS (CLL),PURE WHITE-G011/11-4001 TCX,9.0,*3-6-6X7,*4,320
24/5/2025,24/5/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,K6RI10K6YW4,HIGH LOW SS T-SHIRT,LYCRA JERSEY/50% ORGANIC COTTON 45% COTTON 5% ELASTANE/160 GSM,PRESPRING-2026,25/8/2025,ESS-APP-SO-2526-171,,MA01-2025-02031,NETHERLANDS (CLL),BLOOMING AZALEA-A61T/15-2213 TCX,9.0,*3-6-6X7,*4,194
24/5/2025,24/5/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,K6RI10K6YW4,HIGH LOW SS T-SHIRT,LYCRA JERSEY/50% ORGANIC COTTON 45% COTTON 5% ELASTANE/160 GSM,PRESPRING-2026,25/8/2025,ESS-APP-SO-2526-171,,MA01-2025-02031,NETHERLANDS (CLL),PURE WHITE-G011/11-4001 TCX,9.0,*3-6-6X7,*4,440
24/5/2025,24/5/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,K6RI10K6YW4,HIGH LOW SS T-SHIRT,LYCRA JERSEY/50% ORGANIC COTTON 45% COTTON 5% ELASTANE/160 GSM,PRESPRING-2026,25/8/2025,ESS-APP-SO-2526-171,,MA01-2025-02031,NETHERLANDS (CLL),SECRET BLUE-G7HR/19-4111 TCX,9.0,*3-6-6X7,*4,62
6/6/2025,6/6/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,J6RI29KBZP4,RIB LS T-SHIRT,LYCRA DURBY RIB/50% ORGANIC COTTON 46% COTTON 4% LYCRA/230 GSM,PRESPRING-2026,8/9/2025,ESS-APP-SO-2526-259,,MA01-2025-02752,NETHERLANDS (CLL),JET BLACK A996-JBLK,5.0,*7-16,*14,39
6/6/2025,6/6/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,J6RI06K6YW4,CROP SS T-SHIRT,LYCRA JERSEY/50% ORGANIC COTTON 45% COTTON 5% ELASTANE/160 GSM,PRESPRING-2026,8/9/2025,ESS-APP-SO-2526-246,,MA01-2025-02760,NETHERLANDS (CLL),BLOOMING AZALEA-A61T/15-2213 TCX,5.0,*7-16,*14,79
6/6/2025,6/6/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,J6RI06K6YW4,CROP SS T-SHIRT,LYCRA JERSEY/50% ORGANIC COTTON 45% COTTON 5% ELASTANE/160 GSM,PRESPRING-2026,8/9/2025,ESS-APP-SO-2526-246,,MA01-2025-02760,NETHERLANDS (CLL),PURE WHITE-G011/11-4001 TCX,5.0,*7-16,*14,63
6/6/2025,6/6/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,J6RI10K6YW4,SS T-SHIRT,LYCRA JERSEY/50% ORGANIC COTTON 45% COTTON 5% ELASTANE/160 GSM,PRESPRING-2026,8/9/2025,ESS-APP-SO-2526-248,,MA01-2025-02760,NETHERLANDS (CLL),LIGHT BLUE SKY-A732/15-4031 TCX,5.0,*7-16,*14,69
6/6/2025,6/6/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,J6RI10K6YW4,SS T-SHIRT,LYCRA JERSEY/50% ORGANIC COTTON 45% COTTON 5% ELASTANE/160 GSM,PRESPRING-2026,8/9/2025,ESS-APP-SO-2526-248,,MA01-2025-02760,NETHERLANDS (CLL),PURE WHITE-G011/11-4001 TCX,5.0,*7-16,*14,77
6/6/2025,6/6/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,L6RI02K8HM4,SS T-SHIRT,SINGLE JERSEY/50% ORGANIC COTTON 50% COTTON/160 GSM,PRESPRING-2026,8/9/2025,ESS-APP-SO-2526-283,,MA01-2025-02760,NETHERLANDS (CLL),SPICY RED-G5D7/18-1657 TCX,5.0,*7-16,*14,44
6/6/2025,6/6/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,J6RI30KCNQ4,BATWING SS T-SHIRT,HEAVY JERSEY/50% ORGANIC COTTON 50% COTTON/210 GSM,PRESPRING-2026,7/9/2025,ESS-APP-SO-2526-261,,MA01-2025-03111,NETHERLANDS (CLL),SECRET BLUE-G7HR/19-4111 TCX,5.0,*7-16,*14,50
24/5/2025,24/5/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,K6RI18KB020,RIB SS T-SHIRT,Y/D DURBY RIB/100% COTTON/265 GSM,PRESPRING-2026,25/8/2025,ESS-APP-SO-2526-174,,MA01-2025-02031,NETHERLANDS (CLL),RED SECRET PINK ST-ST56,9.0,*3-6-6X7,*4,34
24/5/2025,24/5/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,L6RI07K8HM4,OVERSIZE GMT DYE SS T-SHIRT,SINGLE JERSEY/50% ORGANIC COTTON 50% COTTON/160 GSM,PRESPRING-2026,25/8/2025,ESS-APP-SO-2526-179,,MA02-2025-01325,NETHERLANDS(RTL),JET BLACK A996-JBLK,5.0,*7-16,*14,6
24/5/2025,24/5/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,L6RP07KCM20,GMT DYE SS POLO,JACQUARD JERSEY/100% COTTON/180 GSM,PRESPRING-2026,25/8/2025,ESS-APP-SO-2526-186,,MA02-2025-01325,NETHERLANDS(RTL),ARCTIC SKY-G7N1,6.0,*2-14Y,*12,14
24/5/2025,24/5/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,L6RP07KCM20,GMT DYE SS POLO,JACQUARD JERSEY/100% COTTON/180 GSM,PRESPRING-2026,25/8/2025,ESS-APP-SO-2526-186,,MA02-2025-01325,NETHERLANDS(RTL),JET BLACK A996-JBLK,6.0,*2-14Y,*12,14
24/5/2025,24/5/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,J6RI10K6YW4,SS T-SHIRT,LYCRA JERSEY/50% ORGANIC COTTON 45% COTTON 5% ELASTANE/160 GSM,PRESPRING-2026,25/8/2025,ESS-APP-SO-2526-163,,MA02-2025-01332,NETHERLANDS(RTL),BLUSHED BRIDE-G62O/12-1310 TCX,5.0,*7-16,*14,9
24/5/2025,24/5/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,J6RI10K6YW4,SS T-SHIRT,LYCRA JERSEY/50% ORGANIC COTTON 45% COTTON 5% ELASTANE/160 GSM,PRESPRING-2026,25/8/2025,ESS-APP-SO-2526-163,,MA02-2025-01332,NETHERLANDS(RTL),JET BLACK A996-JBLK,5.0,*7-16,*14,15
24/5/2025,24/5/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,J6RI10K6YW4,SS T-SHIRT,LYCRA JERSEY/50% ORGANIC COTTON 45% COTTON 5% ELASTANE/160 GSM,PRESPRING-2026,25/8/2025,ESS-APP-SO-2526-163,,MA02-2025-01332,NETHERLANDS(RTL),LIGHT BLUE SKY-A732/15-4031 TCX,5.0,*7-16,*14,9
24/5/2025,24/5/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,J6RI10K6YW4,SS T-SHIRT,LYCRA JERSEY/50% ORGANIC COTTON 45% COTTON 5% ELASTANE/160 GSM,PRESPRING-2026,25/8/2025,ESS-APP-SO-2526-163,,MA02-2025-01332,NETHERLANDS(RTL),PURE WHITE-G011/11-4001 TCX,5.0,*7-16,*14,25
6/6/2025,6/6/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,J5RI46J1314,SS T-SHIRT_MINIME,LYCRA JERSEY/50% ORGANIC COTTON 45% COTTON 5% ELASTANE/180 GSM,PRESPRING-2026,7/9/2025,ESS-APP-SO-2526-235,,MA02-2025-01768,NETHERLANDS(RTL),BLUSHED BRIDE-G62O/12-1310 TCX,5.0,*4-14,*12,18
6/6/2025,6/6/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,J5RI46J1314,SS T-SHIRT_MINIME,LYCRA JERSEY/50% ORGANIC COTTON 45% COTTON 5% ELASTANE/180 GSM,PRESPRING-2026,7/9/2025,ESS-APP-SO-2526-235,,MA02-2025-01768,NETHERLANDS(RTL),OCEAN SALT-G6K5/11-1302 TCX,5.0,*4-14,*12,11
6/6/2025,6/6/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,J6RI28K6YW4,MIDI SS T-SHIRT,LYCRA JERSEY/50% ORGANIC COTTON 45% COTTON 5% ELASTANE/160 GSM,PRESPRING-2026,7/9/2025,ESS-APP-SO-2526-255,,MA02-2025-01768,NETHERLANDS(RTL),SECRET BLUE-G7HR/19-4111 TCX,5.0,*7-16,*14,35
6/6/2025,6/6/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,J6RQ05KAD74,HOODED LS ACTIVE TOP,FRENCH TERRY/50% ORGANIC COTTON 50% COTTON/340 GSM,PRESPRING-2026,7/9/2025,ESS-APP-SO-2526-272,,MA02-2025-01768,NETHERLANDS(RTL),PURE WHITE-G011/11-4001 TCX,5.0,*7-16,*14,16
6/6/2025,6/6/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,J6RQ05KAD74,HOODED LS ACTIVE TOP,FRENCH TERRY/50% ORGANIC COTTON 50% COTTON/340 GSM,PRESPRING-2026,7/9/2025,ESS-APP-SO-2526-272,,MA02-2025-01768,NETHERLANDS(RTL),SECRET BLUE-G7HR/19-4111 TCX,5.0,*7-16,*14,9
6/6/2025,6/6/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,L6RI16K8HM4,OVERSIZE SS T-SHIRT,SINGLE JERSEY/50% ORGANIC COTTON 50% COTTON/160 GSM,PRESPRING-2026,7/9/2025,ESS-APP-SO-2526-285,,MA02-2025-01768,NETHERLANDS(RTL),PURE WHITE-G011/11-4001 TCX,5.0,*7-16,*14,6
24/5/2025,24/5/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,K6RI18KB020,RIB SS T-SHIRT,Y/D DURBY RIB/100% COTTON/265 GSM,PRESPRING-2026,25/8/2025,ESS-APP-SO-2526-174,,MA01-2025-02031,NETHERLANDS (CLL),STRIPE WHITE NAVY SI-SWNS,9.0,*3-6-6X7,*4,121
24/5/2025,24/5/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,J6RI10K6YW4,SS T-SHIRT,LYCRA JERSEY/50% ORGANIC COTTON 45% COTTON 5% ELASTANE/160 GSM,PRESPRING-2026,25/8/2025,ESS-APP-SO-2526-163,,MA03-2025-01756,POLAND,PURE WHITE-G011/11-4001 TCX,5.0,*7-16,*14,93
24/5/2025,24/5/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,L6RI07K8HM4,OVERSIZE GMT DYE SS T-SHIRT,SINGLE JERSEY/50% ORGANIC COTTON 50% COTTON/160 GSM,PRESPRING-2026,25/8/2025,ESS-APP-SO-2526-179,,MA03-2025-01756,POLAND,JET BLACK A996-JBLK,5.0,*7-16,*14,11
24/5/2025,24/5/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,J6RI10K6YW4,SS T-SHIRT,LYCRA JERSEY/50% ORGANIC COTTON 45% COTTON 5% ELASTANE/160 GSM,PRESPRING-2026,25/8/2025,ESS-APP-SO-2526-163,,MA03-2025-01759,POLAND,JET BLACK A996-JBLK,5.0,*7-16,*14,25
