DocDate,PODate,ExCountry,CustomerName,BuyerDivision,MerchandiserName,StyleNo,StyleDesc,BaseFabricQuality,Season,ShipmentDate,DocNo,Images,PONo,Country,Combo,Column_Id,SizeGroupCode,Size,OrderQty
24/5/2025,24/5/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,J6RI10K6YW4,SS T-SHIRT,LYCRA JERSEY/50% ORGANIC COTTON 45% COTTON 5% ELASTANE/160 GSM,PRESPRING-2026,25/8/2025,ESS-APP-SO-2526-163,,AU01-2025-00758,AUSTRALIA (DIR),PURE WHITE-G011/11-4001 TCX,1.0,*7-16,*7,9
6/6/2025,6/6/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,J6RI28K6YW4,MIDI SS T-SHIRT,LYCRA JERSEY/50% ORGANIC COTTON 45% COTTON 5% ELASTANE/160 GSM,PRESPRING-2026,7/9/2025,ESS-APP-SO-2526-255,,AU01-2025-01058,AUSTRALIA (DIR),SECRET BLUE-G7HR/19-4111 TCX,1.0,*7-16,*7,8
6/6/2025,6/6/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,J6RI30KCNQ4,BATWING SS T-SHIRT,HEAVY JERSEY/50% ORGANIC COTTON 50% COTTON/210 GSM,PRESPRING-2026,7/9/2025,ESS-APP-SO-2526-261,,AU01-2025-01059,AUSTRALIA (DIR),SILK TIE BLUE-G7GM/16-4031 TCX,1.0,*7-16,*7,8
24/5/2025,24/5/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,J6RI10K6YW4,SS T-SHIRT,LYCRA JERSEY/50% ORGANIC COTTON 45% COTTON 5% ELASTANE/160 GSM,PRESPRING-2026,25/8/2025,ESS-APP-SO-2526-163,,IN01-2025-00057,INDIA,BLUSHED BRIDE-G62O/12-1310 TCX,1.0,*7-16,*7,12
24/5/2025,24/5/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,J6RI10K6YW4,SS T-SHIRT,LYCRA JERSEY/50% ORGANIC COTTON 45% COTTON 5% ELASTANE/160 GSM,PRESPRING-2026,25/8/2025,ESS-APP-SO-2526-163,,IN01-2025-00057,INDIA,LIGHT BLUE SKY-A732/15-4031 TCX,1.0,*7-16,*7,12
24/5/2025,24/5/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,J6RI29KBZP4,RIB LS T-SHIRT,LYCRA DURBY RIB/50% ORGANIC COTTON 46% COTTON 4% LYCRA/230 GSM,PRESPRING-2026,25/8/2025,ESS-APP-SO-2526-165,,IN01-2025-00058,INDIA,BLOOMING AZALEA-A61T/15-2213 TCX,1.0,*7-16,*7,12
24/5/2025,24/5/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,J6RI29KBZP4,RIB LS T-SHIRT,LYCRA DURBY RIB/50% ORGANIC COTTON 46% COTTON 4% LYCRA/230 GSM,PRESPRING-2026,25/8/2025,ESS-APP-SO-2526-165,,IN01-2025-00058,INDIA,JET BLACK A996-JBLK,1.0,*7-16,*7,12
24/5/2025,24/5/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,J6RI29KBZP4,RIB LS T-SHIRT,LYCRA DURBY RIB/50% ORGANIC COTTON 46% COTTON 4% LYCRA/230 GSM,PRESPRING-2026,25/8/2025,ESS-APP-SO-2526-165,,IN01-2025-00058,INDIA,PURE WHITE-G011/11-4001 TCX,1.0,*7-16,*7,12
24/5/2025,24/5/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,J6RI29KBZP4,RIB LS T-SHIRT,LYCRA DURBY RIB/50% ORGANIC COTTON 46% COTTON 4% LYCRA/230 GSM,PRESPRING-2026,25/8/2025,ESS-APP-SO-2526-165,,IN01-2025-00058,INDIA,SECRET BLUE-G7HR/19-4111 TCX,1.0,*7-16,*7,12
24/5/2025,24/5/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,L6RI08K8HM4,OVERSIZE SS T-SHIRT,SINGLE JERSEY/50% ORGANIC COTTON 50% COTTON/160 GSM,PRESPRING-2026,25/8/2025,ESS-APP-SO-2526-181,,IN01-2025-00059,INDIA,TANZANITE-A70K/19-3954 TCX,1.0,*7-16,*7,12
6/6/2025,6/6/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,J6RI30KCNQ4,BATWING SS T-SHIRT,HEAVY JERSEY/50% ORGANIC COTTON 50% COTTON/210 GSM,PRESPRING-2026,7/9/2025,ESS-APP-SO-2526-261,,IN01-2025-00081,INDIA,NUDE SAND-G1G1/15-1314 TCX,1.0,*7-16,*7,12
6/6/2025,6/6/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,J6RI30KCNQ4,BATWING SS T-SHIRT,HEAVY JERSEY/50% ORGANIC COTTON 50% COTTON/210 GSM,PRESPRING-2026,7/9/2025,ESS-APP-SO-2526-261,,IN01-2025-00081,INDIA,SILK TIE BLUE-G7GM/16-4031 TCX,1.0,*7-16,*7,12
6/6/2025,6/6/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,L6RI16K8HM4,OVERSIZE SS T-SHIRT,SINGLE JERSEY/50% ORGANIC COTTON 50% COTTON/160 GSM,PRESPRING-2026,7/9/2025,ESS-APP-SO-2526-285,,IN01-2025-00081,INDIA,PURE WHITE-G011/11-4001 TCX,1.0,*7-16,*7,12
6/6/2025,6/6/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,L6RI25KC484,GMT DYE SS T-SHIRT_CEREMONY,JACQUARD JERSEY/50% ORGANIC COTTON 50% COTTON/205 GSM,PRESPRING-2026,7/9/2025,ESS-APP-SO-2526-286,,IN01-2025-00081,INDIA,JET BLACK A996-JBLK,1.0,*7-16,*7,12
6/6/2025,6/6/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,L6RI25KC484,GMT DYE SS T-SHIRT_CEREMONY,JACQUARD JERSEY/50% ORGANIC COTTON 50% COTTON/205 GSM,PRESPRING-2026,7/9/2025,ESS-APP-SO-2526-286,,IN01-2025-00081,INDIA,VINO-G577/19-1724 TCX,1.0,*7-16,*7,12
6/6/2025,6/6/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,J6RI30KCNQ4,BATWING SS T-SHIRT,HEAVY JERSEY/50% ORGANIC COTTON 50% COTTON/210 GSM,PRESPRING-2026,7/9/2025,ESS-APP-SO-2526-261,,IN01-2025-00093,INDIA,SECRET BLUE-G7HR/19-4111 TCX,1.0,*7-16,*7,12
24/5/2025,24/5/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,J6RI29KBZP4,RIB LS T-SHIRT,LYCRA DURBY RIB/50% ORGANIC COTTON 46% COTTON 4% LYCRA/230 GSM,PRESPRING-2026,25/8/2025,ESS-APP-SO-2526-165,,IT-50349,CANADA (WLS),JET BLACK A996-JBLK,1.0,*7-16,*7,4
24/5/2025,24/5/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,J6RI06K6YW4,CROP SS T-SHIRT,LYCRA JERSEY/50% ORGANIC COTTON 45% COTTON 5% ELASTANE/160 GSM,PRESPRING-2026,25/8/2025,ESS-APP-SO-2526-162,,MA01-2025-02031,NETHERLANDS (CLL),BLOOMING AZALEA-A61T/15-2213 TCX,1.0,*7-16,*7,62
24/5/2025,24/5/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,J6RI06K6YW4,CROP SS T-SHIRT,LYCRA JERSEY/50% ORGANIC COTTON 45% COTTON 5% ELASTANE/160 GSM,PRESPRING-2026,25/8/2025,ESS-APP-SO-2526-162,,MA01-2025-02031,NETHERLANDS (CLL),CHILI RED-G532/19-1557 TCX,1.0,*7-16,*7,43
24/5/2025,24/5/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,J6RI06K6YW4,CROP SS T-SHIRT,LYCRA JERSEY/50% ORGANIC COTTON 45% COTTON 5% ELASTANE/160 GSM,PRESPRING-2026,25/8/2025,ESS-APP-SO-2526-162,,MA01-2025-02031,NETHERLANDS (CLL),JET BLACK A996-JBLK,1.0,*7-16,*7,38
24/5/2025,24/5/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,J6RI06K6YW4,CROP SS T-SHIRT,LYCRA JERSEY/50% ORGANIC COTTON 45% COTTON 5% ELASTANE/160 GSM,PRESPRING-2026,25/8/2025,ESS-APP-SO-2526-162,,MA01-2025-02031,NETHERLANDS (CLL),PURE WHITE-G011/11-4001 TCX,1.0,*7-16,*7,39
24/5/2025,24/5/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,J6RI10K6YW4,SS T-SHIRT,LYCRA JERSEY/50% ORGANIC COTTON 45% COTTON 5% ELASTANE/160 GSM,PRESPRING-2026,25/8/2025,ESS-APP-SO-2526-163,,MA01-2025-02031,NETHERLANDS (CLL),BLUSHED BRIDE-G62O/12-1310 TCX,1.0,*7-16,*7,85
24/5/2025,24/5/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,J6RI10K6YW4,SS T-SHIRT,LYCRA JERSEY/50% ORGANIC COTTON 45% COTTON 5% ELASTANE/160 GSM,PRESPRING-2026,25/8/2025,ESS-APP-SO-2526-163,,MA01-2025-02031,NETHERLANDS (CLL),JET BLACK A996-JBLK,1.0,*7-16,*7,144
24/5/2025,24/5/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,J6RI10K6YW4,SS T-SHIRT,LYCRA JERSEY/50% ORGANIC COTTON 45% COTTON 5% ELASTANE/160 GSM,PRESPRING-2026,25/8/2025,ESS-APP-SO-2526-163,,MA01-2025-02031,NETHERLANDS (CLL),LIGHT BLUE SKY-A732/15-4031 TCX,1.0,*7-16,*7,100
24/5/2025,24/5/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,J6RI10K6YW4,SS T-SHIRT,LYCRA JERSEY/50% ORGANIC COTTON 45% COTTON 5% ELASTANE/160 GSM,PRESPRING-2026,25/8/2025,ESS-APP-SO-2526-163,,MA01-2025-02031,NETHERLANDS (CLL),PURE WHITE-G011/11-4001 TCX,1.0,*7-16,*7,340
24/5/2025,24/5/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,J6RI10K6YW4,SS T-SHIRT,LYCRA JERSEY/50% ORGANIC COTTON 45% COTTON 5% ELASTANE/160 GSM,PRESPRING-2026,25/8/2025,ESS-APP-SO-2526-163,,MA01-2025-02031,NETHERLANDS (CLL),SECRET BLUE-G7HR/19-4111 TCX,1.0,*7-16,*7,255
24/5/2025,24/5/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,J6RI27KB020,RIB SS T-SHIRT,Y/D DURBY RIB/100% COTTON/265 GSM,PRESPRING-2026,23/8/2025,ESS-APP-SO-2526-164,,MA01-2025-02031,NETHERLANDS (CLL),RED SECRET PINK ST- ST56,1.0,*7-16,*7,25
24/5/2025,24/5/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,J6RI27KB020,RIB SS T-SHIRT,Y/D DURBY RIB/100% COTTON/265 GSM,PRESPRING-2026,23/8/2025,ESS-APP-SO-2526-164,,MA01-2025-02031,NETHERLANDS (CLL),STRIPE WHITE NAVY SI- SWNS,1.0,*7-16,*7,35
24/5/2025,24/5/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,J6RI29KBZP4,RIB LS T-SHIRT,LYCRA DURBY RIB/50% ORGANIC COTTON 46% COTTON 4% LYCRA/230 GSM,PRESPRING-2026,25/8/2025,ESS-APP-SO-2526-165,,MA01-2025-02031,NETHERLANDS(RTL),BLOOMING AZALEA-A61T/15-2213 TCX,1.0,*7-16,*7,10
24/5/2025,24/5/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,J6RI29KBZP4,RIB LS T-SHIRT,LYCRA DURBY RIB/50% ORGANIC COTTON 46% COTTON 4% LYCRA/230 GSM,PRESPRING-2026,25/8/2025,ESS-APP-SO-2526-165,,MA01-2025-02031,NETHERLANDS(RTL),JET BLACK A996-JBLK,1.0,*7-16,*7,15
24/5/2025,24/5/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,J6RI29KBZP4,RIB LS T-SHIRT,LYCRA DURBY RIB/50% ORGANIC COTTON 46% COTTON 4% LYCRA/230 GSM,PRESPRING-2026,25/8/2025,ESS-APP-SO-2526-165,,MA01-2025-02031,NETHERLANDS(RTL),PURE WHITE-G011/11-4001 TCX,1.0,*7-16,*7,20
24/5/2025,24/5/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,J6RI29KBZP4,RIB LS T-SHIRT,LYCRA DURBY RIB/50% ORGANIC COTTON 46% COTTON 4% LYCRA/230 GSM,PRESPRING-2026,25/8/2025,ESS-APP-SO-2526-165,,MA01-2025-02031,NETHERLANDS(RTL),SECRET BLUE-G7HR/19-4111 TCX,1.0,*7-16,*7,15
7/6/2025,7/6/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,A6RG13KA6R4,SET LS ACTIVE TOP PANTS,FRENCH TERRY/50% ORGANIC COTTON 50% COTTON/290 GSM,PRESPRING-2026,2/10/2025,ESS-APP-SO-2526-311,,MA01-2025-02675,NETHERLANDS (CLL),LIGHT BLUE SKY-A732/15-4031 TCX,1.0,*3-6-6X7,*0/3,62
7/6/2025,7/6/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,I6RG13KC484,SET GMT DYE T-SHIRT SHORT_CERE,TOP-JACQUARD JERSEY/50% ORGANIC COTTON 50% COTTON/205 GSM   BOTTOM-FRENCH TERRY/50% ORGANIC COTTON 50% COTTON/290 GSM,PRESPRING-2026,7/9/2025,ESS-APP-SO-2526-312,,MA01-2025-02675,NETHERLANDS (CLL),LIGHT BLUE LUXE-G76S/16-3922 TCX,1.0,*3-6-6X7,*0/3,15
7/6/2025,7/6/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,A6RG13KA6R4,SET LS ACTIVE TOP PANTS,FRENCH TERRY/50% ORGANIC COTTON 50% COTTON/290 GSM,PRESPRING-2026,2/10/2025,ESS-APP-SO-2526-311,,MA03-2025-02321,POLAND,LIGHT BLUE SKY-A732/15-4031 TCX,1.0,*3-6-6X7,*0/3,16
7/6/2025,7/6/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,A6RG13KA6R4,SET LS ACTIVE TOP PANTS,FRENCH TERRY/50% ORGANIC COTTON 50% COTTON/290 GSM,PRESPRING-2026,2/10/2025,ESS-APP-SO-2526-311,,MA03-2025-02323,ITALY,LIGHT BLUE SKY-A732/15-4031 TCX,1.0,*3-6-6X7,*0/3,9
24/5/2025,24/5/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,K6RI07K6YW4,HIGH LOW DIP DYE SS T-SHIRT,LYCRA JERSEY/50% ORGANIC COTTON 45% COTTON 5% ELASTANE/160 GSM,PRESPRING-2026,25/8/2025,ESS-APP-SO-2526-168,,MA01-2025-02031,NETHERLANDS (CLL),PINK DEEP DYE-F69M,2.0,*3-6-6X7,*3/6,8
24/5/2025,24/5/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,K6RI09K6YW4,SS T SHIRT,LYCRA JERSEY/50% ORGANIC COTTON 45% COTTON 5% ELASTANE/160 GSM,PRESPRING-2026,25/8/2025,ESS-APP-SO-2526-169,,MA01-2025-02031,NETHERLANDS (CLL),CHILI RED-G532/19-1557 TCX,2.0,*3-6-6X7,*3/6,29
24/5/2025,24/5/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,K6RI09K6YW4,SS T SHIRT,LYCRA JERSEY/50% ORGANIC COTTON 45% COTTON 5% ELASTANE/160 GSM,PRESPRING-2026,25/8/2025,ESS-APP-SO-2526-169,,MA01-2025-02031,NETHERLANDS (CLL),PURE WHITE-G011/11-4001 TCX,2.0,*3-6-6X7,*3/6,60
24/5/2025,24/5/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,K6RI10K6YW4,HIGH LOW SS T-SHIRT,LYCRA JERSEY/50% ORGANIC COTTON 45% COTTON 5% ELASTANE/160 GSM,PRESPRING-2026,25/8/2025,ESS-APP-SO-2526-171,,MA01-2025-02031,NETHERLANDS (CLL),BLOOMING AZALEA-A61T/15-2213 TCX,2.0,*3-6-6X7,*3/6,60
24/5/2025,24/5/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,L6RI02K8HM4,SS T-SHIRT,SINGLE JERSEY/50% ORGANIC COTTON 50% COTTON/160 GSM,PRESPRING-2026,25/8/2025,ESS-APP-SO-2526-177,,MA01-2025-02031,NETHERLANDS (CLL),JET BLACK A996-JBLK,1.0,*7-16,*7,45
24/5/2025,24/5/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,L6RI02K8HM4,SS T-SHIRT,SINGLE JERSEY/50% ORGANIC COTTON 50% COTTON/160 GSM,PRESPRING-2026,25/8/2025,ESS-APP-SO-2526-177,,MA01-2025-02031,NETHERLANDS (CLL),PURE WHITE-G011/11-4001 TCX,1.0,*7-16,*7,20
24/5/2025,24/5/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,L6RI02K8HM4,SS T-SHIRT,SINGLE JERSEY/50% ORGANIC COTTON 50% COTTON/160 GSM,PRESPRING-2026,25/8/2025,ESS-APP-SO-2526-177,,MA01-2025-02031,NETHERLANDS (CLL),SPICY RED-G5D7/18-1657 TCX,1.0,*7-16,*7,15
24/5/2025,24/5/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,L6RI02K8HM4,SS T-SHIRT,SINGLE JERSEY/50% ORGANIC COTTON 50% COTTON/160 GSM,PRESPRING-2026,25/8/2025,ESS-APP-SO-2526-177,,MA01-2025-02031,NETHERLANDS (CLL),TANZANITE-A70K/19-3954 TCX,1.0,*7-16,*7,18
24/5/2025,24/5/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,L6RI07K8HM4,OVERSIZE GMT DYE SS T-SHIRT,SINGLE JERSEY/50% ORGANIC COTTON 50% COTTON/160 GSM,PRESPRING-2026,25/8/2025,ESS-APP-SO-2526-179,,MA01-2025-02031,NETHERLANDS (CLL),JET BLACK A996-JBLK,1.0,*7-16,*7,20
24/5/2025,24/5/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,L6RI07K8HM4,OVERSIZE GMT DYE SS T-SHIRT,SINGLE JERSEY/50% ORGANIC COTTON 50% COTTON/160 GSM,PRESPRING-2026,25/8/2025,ESS-APP-SO-2526-179,,MA01-2025-02031,NETHERLANDS (CLL),MACCHIATO-G1K6/17-1038 TCX,1.0,*7-16,*7,30
24/5/2025,24/5/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,L6RI07K8HM4,OVERSIZE GMT DYE SS T-SHIRT,SINGLE JERSEY/50% ORGANIC COTTON 50% COTTON/160 GSM,PRESPRING-2026,25/8/2025,ESS-APP-SO-2526-179,,MA01-2025-02031,NETHERLANDS (CLL),SMART BLUE-G7V2/19-3924 TCX,1.0,*7-16,*7,15
24/5/2025,24/5/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,L6RI08K8HM4,OVERSIZE SS T-SHIRT,SINGLE JERSEY/50% ORGANIC COTTON 50% COTTON/160 GSM,PRESPRING-2026,25/8/2025,ESS-APP-SO-2526-181,,MA01-2025-02031,NETHERLANDS (CLL),TANZANITE-A70K/19-3954 TCX,1.0,*7-16,*7,17
24/5/2025,24/5/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,K6RI10K6YW4,HIGH LOW SS T-SHIRT,LYCRA JERSEY/50% ORGANIC COTTON 45% COTTON 5% ELASTANE/160 GSM,PRESPRING-2026,25/8/2025,ESS-APP-SO-2526-171,,MA01-2025-02031,NETHERLANDS (CLL),PURE WHITE-G011/11-4001 TCX,2.0,*3-6-6X7,*3/6,95
24/5/2025,24/5/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,K6RI10K6YW4,HIGH LOW SS T-SHIRT,LYCRA JERSEY/50% ORGANIC COTTON 45% COTTON 5% ELASTANE/160 GSM,PRESPRING-2026,25/8/2025,ESS-APP-SO-2526-171,,MA01-2025-02031,NETHERLANDS (CLL),SECRET BLUE-G7HR/19-4111 TCX,2.0,*3-6-6X7,*3/6,29
24/5/2025,24/5/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,K6RI18KB020,RIB SS T-SHIRT,Y/D DURBY RIB/100% COTTON/265 GSM,PRESPRING-2026,25/8/2025,ESS-APP-SO-2526-174,,MA01-2025-02031,NETHERLANDS (CLL),RED SECRET PINK ST-ST56,2.0,*3-6-6X7,*3/6,3
24/5/2025,24/5/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,L6RI29KCM20,GMT DYE JACQ JERSEY SS T-SHIRT,JACQUARD JERSEY/100% COTTON/180 GSM,PRESPRING-2026,25/8/2025,ESS-APP-SO-2526-184,,MA01-2025-02031,NETHERLANDS (CLL),ARCTIC SKY-G7N1,1.0,*7-16,*7,8
24/5/2025,24/5/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,L6RI29KCM20,GMT DYE JACQ JERSEY SS T-SHIRT,JACQUARD JERSEY/100% COTTON/180 GSM,PRESPRING-2026,25/8/2025,ESS-APP-SO-2526-184,,MA01-2025-02031,NETHERLANDS (CLL),JET BLACK A996-JBLK,1.0,*7-16,*7,20
24/5/2025,24/5/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,L6RI29KCM20,GMT DYE JACQ JERSEY SS T-SHIRT,JACQUARD JERSEY/100% COTTON/180 GSM,PRESPRING-2026,25/8/2025,ESS-APP-SO-2526-184,,MA01-2025-02031,NETHERLANDS (CLL),PURE WHITE-G011/11-4001 TCX,1.0,*7-16,*7,20
24/5/2025,24/5/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,K6RI18KB020,RIB SS T-SHIRT,Y/D DURBY RIB/100% COTTON/265 GSM,PRESPRING-2026,25/8/2025,ESS-APP-SO-2526-174,,MA01-2025-02031,NETHERLANDS (CLL),STRIPE WHITE NAVY SI-SWNS,2.0,*3-6-6X7,*3/6,20
24/5/2025,24/5/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,N6RI26KCM20,GMT DYE JACQ JERSEY SS T-SHIRT,JACQUARD JERSEY/100% COTTON/180 GSM,PRESPRING-2026,25/8/2025,ESS-APP-SO-2526-182,,MA01-2025-02031,NETHERLANDS (CLL),ARCTIC SKY-G7N1,2.0,*3-6-6X7,*3/6,18
6/6/2025,6/6/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,L5RI32K8HM4,LS T-SHIRT,SINGLE JERSEY/50% ORGANIC 50% COTTON/160 GSM,PRESPRING-2026,7/9/2025,ESS-APP-SO-2526-282,,MA01-2025-02675,NETHERLANDS (CLL),PURE WHITE-G011/11-4001 TCX,1.0,*2-14Y,*2,62
6/6/2025,6/6/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,L5RI32K8HM4,LS T-SHIRT,SINGLE JERSEY/50% ORGANIC 50% COTTON/160 GSM,PRESPRING-2026,7/9/2025,ESS-APP-SO-2526-282,,MA01-2025-02675,NETHERLANDS (CLL),SMART BLUE-G7V2/19-3924 TCX,1.0,*2-14Y,*2,34
24/5/2025,24/5/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,L6RP07KCM20,GMT DYE SS POLO,JACQUARD JERSEY/100% COTTON/180 GSM,PRESPRING-2026,25/8/2025,ESS-APP-SO-2526-186,,MA01-2025-02031,NETHERLANDS (CLL),ARCTIC SKY-G7N1,2.0,*2-14Y,*4,7
24/5/2025,24/5/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,N6RI26KCM20,GMT DYE JACQ JERSEY SS T-SHIRT,JACQUARD JERSEY/100% COTTON/180 GSM,PRESPRING-2026,25/8/2025,ESS-APP-SO-2526-182,,MA01-2025-02031,NETHERLANDS (CLL),PURE WHITE-G011/11-4001 TCX,2.0,*3-6-6X7,*3/6,30
24/5/2025,24/5/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,N6RI06K8HM4,SS T-SHIRT,SINGLE JERSEY/50% ORGANIC COTTON 50% COTTON/160 GSM,PRESPRING-2026,25/8/2025,ESS-APP-SO-2526-183,,MA01-2025-02031,NETHERLANDS (CLL),PURE WHITE-G011/11-4001 TCX,2.0,*3-6-6X7,*3/6,4
24/5/2025,24/5/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,N6RI03K8HM4,SS T-SHIRT,SINGLE JERSEY/50% ORGANIC COTTON 50% COTTON/160 GSM,PRESPRING-2026,25/8/2025,ESS-APP-SO-2526-185,,MA01-2025-02031,NETHERLANDS (CLL),PURE WHITE-G011/11-4001 TCX,2.0,*3-6-6X7,*3/6,20
6/6/2025,6/6/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,H4BJ06I3Z14,SS T-SHIRT,SINGLE JERSEY/50% ORGANIC COTTON 50% COTTON/180 GSM,PRESPRING-2026,7/9/2025,ESS-APP-SO-2526-216,,MA01-2025-02675,NETHERLANDS (CLL),COTTON CANDY PINK-G65U/13-2802 TCX,1.0,*7-16,*7,67
6/6/2025,6/6/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,H4BJ06I3Z14,SS T-SHIRT,SINGLE JERSEY/50% ORGANIC COTTON 50% COTTON/180 GSM,PRESPRING-2026,7/9/2025,ESS-APP-SO-2526-216,,MA01-2025-02675,NETHERLANDS (CLL),JET BLACK A996-JBLK,1.0,*7-16,*7,66
6/6/2025,6/6/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,H4BJ06I3Z14,SS T-SHIRT,SINGLE JERSEY/50% ORGANIC COTTON 50% COTTON/180 GSM,PRESPRING-2026,7/9/2025,ESS-APP-SO-2526-216,,MA01-2025-02675,NETHERLANDS (CLL),PURE WHITE-G011/11-4001 TCX,1.0,*7-16,*7,116
6/6/2025,6/6/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,H4BJ06I3Z14,SS T-SHIRT,SINGLE JERSEY/50% ORGANIC COTTON 50% COTTON/180 GSM,PRESPRING-2026,7/9/2025,ESS-APP-SO-2526-216,,MA01-2025-02675,NETHERLANDS (CLL),SMART BLUE-G7V2/19-3924 TCX,1.0,*7-16,*7,52
24/5/2025,24/5/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,N6RI03K8HM4,SS T-SHIRT,SINGLE JERSEY/50% ORGANIC COTTON 50% COTTON/160 GSM,PRESPRING-2026,25/8/2025,ESS-APP-SO-2526-185,,MA01-2025-02031,NETHERLANDS (CLL),SPICY RED-G5D7/18-1657 TCX,2.0,*3-6-6X7,*3/6,30
24/5/2025,24/5/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,N6RI02K8HM4,SS T-SHIRT,SINGLE JERSEY/50% ORGANIC COTTON 50% COTTON/160 GSM,PRESPRING-2026,25/8/2025,ESS-APP-SO-2526-187,,MA01-2025-02031,NETHERLANDS (CLL),JET BLACK A996-JBLK,2.0,*3-6-6X7,*3/6,20
24/5/2025,24/5/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,N6RI02K8HM4,SS T-SHIRT,SINGLE JERSEY/50% ORGANIC COTTON 50% COTTON/160 GSM,PRESPRING-2026,25/8/2025,ESS-APP-SO-2526-187,,MA01-2025-02031,NETHERLANDS (CLL),PURE WHITE-G011/11-4001 TCX,2.0,*3-6-6X7,*3/6,35
6/6/2025,6/6/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,J4BI10I3Z14,MIDI LS T-SHIRT,SINGLE JERSEY/50% ORGANIC COTTON 50% COTTON/180 GSM,PRESPRING-2026,7/9/2025,ESS-APP-SO-2526-221,,MA01-2025-02675,EUROPE,JET BLACK A996-JBLK,1.0,*7-16,*7,15
6/6/2025,6/6/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,J4BI10I3Z14,MIDI LS T-SHIRT,SINGLE JERSEY/50% ORGANIC COTTON 50% COTTON/180 GSM,PRESPRING-2026,7/9/2025,ESS-APP-SO-2526-221,,MA01-2025-02675,EUROPE,PURE WHITE-G011/11-4001 TCX,1.0,*7-16,*7,17
